Acceleration,Throttle
3.1008886362407995,1.0
5.038682013807871,1.0
3.5871489852004044,1.0
3.5871489852004044,1.0
5.07146461331553,1.0
8.223582529781615,1.0
8.223582529781615,1.0
5.7409804473163755,1.0
5.7409804473163755,1.0
6.275820539801391,1.0
6.275820539801391,1.0
8.744185301364789,1.0
8.744185301364789,1.0
8.165234062605677,1.0
8.165234062605677,1.0
7.568088197692882,1.0
7.392498449206605,1.0
7.392498449206605,1.0
7.613358162491893,1.0
7.613358162491893,1.0
7.788184187678409,1.0
7.788184187678409,1.0
5.257256836765599,1.0
5.257256836765599,1.0
7.663672573846192,1.0
7.663672573846192,1.0
7.82875121256804,1.0
7.359371015706773,1.0
7.359371015706773,1.0
7.359371015706773,1.0
7.240811087568546,1.0
7.102767834188368,1.0
7.102767834188368,1.0
6.988581809918458,1.0
6.988581809918458,1.0
6.897929278052784,1.0
6.897929278052784,1.0
6.830624842262654,1.0
6.78181955934199,1.0
6.78181955934199,1.0
6.735420585844854,1.0
6.735420585844854,1.0
6.695044730579699,1.0
6.695044730579699,1.0
6.66148177313808,1.0
6.66148177313808,1.0
6.6342232586027094,1.0
6.6342232586027094,1.0
6.610804563450023,1.0
6.590053263488383,1.0
6.590053263488383,1.0
6.571519264232192,1.0
6.571519264232192,1.0
6.556609674542101,1.0
6.543133297814231,1.0
6.543133297814231,1.0
6.529770244476125,1.0
6.529770244476125,1.0
6.517798547794009,1.0
6.506876089316273,1.0
6.506876089316273,1.0
6.401011362647444,0.8999999761581421
6.401011362647444,0.8999999761581421
6.161104949419437,0.8999999761581421
6.161104949419437,0.8999999761581421
5.965674933727782,0.8999999761581421
5.965674933727782,0.8999999761581421
5.658208784679021,0.8999999761581421
5.658208784679021,0.8999999761581421
5.54808702038876,0.8999999761581421
5.54808702038876,0.8999999761581421
5.45785363533628,0.8999999761581421
5.45785363533628,0.8999999761581421
5.382822518677975,0.8999999761581421
5.382822518677975,0.8999999761581421
5.318614114944168,0.8999999761581421
5.264225462899986,0.8999999761581421
5.264225462899986,0.8999999761581421
5.2177508831243005,0.8999999761581421
5.2177508831243005,0.8999999761581421
5.178944481001646,0.8999999761581421
5.178944481001646,0.8999999761581421
5.14532662218499,0.8999999761581421
5.14532662218499,0.8999999761581421
5.114471689722663,0.8999999761581421
5.087359629555644,0.8999999761581421
5.087359629555644,0.8999999761581421
5.0642673493238455,0.8999999761581421
5.0642673493238455,0.8999999761581421
5.042732914102891,0.8999999761581421
5.022421737142961,0.8999999761581421
5.022421737142961,0.8999999761581421
5.0043133554882955,0.8999999761581421
5.0043133554882955,0.8999999761581421
4.987359615419307,0.8999999761581421
4.978885828745367,0.8999999761581421
